,fighter1,fighter2,fighter1_kd,fighter2_kd,fighter1_str,fighter2_str,fighter1_td,fighter2_td,fighter1_sub,fighter2_sub,weight_class,method,round,time,event,winner
2930,Zak Cummings,Nathan Coy,0,0,25,23,0,1,2,0,Welterweight,SUB  Guillotine Choke,1,4:21,UFC on FOX: Johnson vs. Reis,Zak Cummings
2931,Ketlen Vieira,Ashlee Evans-Smith,0,0,71,68,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00,UFC on FOX: Johnson vs. Reis,Ketlen Vieira
2932,Daniel Cormier,Anthony Johnson,0,0,36,22,1,1,1,0,Light Heavyweight,SUB  Rear Naked Choke,2,3:37,UFC 210: Cormier vs. Johnson 2,Daniel Cormier
2933,Gegard Mousasi,Chris Weidman,0,0,49,13,0,4,0,1,Middleweight,KO/TKO  Knee,2,3:13,UFC 210: Cormier vs. Johnson 2,Gegard Mousasi
2934,Cynthia Calvillo,Pearl Gonzalez,0,0,50,37,1,2,3,1,Women's Strawweight,SUB  Rear Naked Choke,3,3:45,UFC 210: Cormier vs. Johnson 2,Cynthia Calvillo
2935,Thiago Alves,Patrick Cote,2,0,79,44,1,0,0,0,Welterweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,Thiago Alves
2936,Charles Oliveira,Will Brooks,0,0,3,4,2,0,1,0,Lightweight,SUB  Rear Naked Choke,1,2:30,UFC 210: Cormier vs. Johnson 2,Charles Oliveira
2937,Myles Jury,Mike de la Torre,0,0,36,0,1,0,0,0,Featherweight,KO/TKO  Punches,1,3:30,UFC 210: Cormier vs. Johnson 2,Myles Jury
2938,Kamaru Usman,Sean Strickland,1,0,90,27,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,Kamaru Usman
2939,Shane Burgos,Charles Rosa,1,0,77,86,0,1,0,0,Featherweight,KO/TKO  Punch,3,1:59,UFC 210: Cormier vs. Johnson 2,Shane Burgos
2940,Patrick Cummins,Jan Blachowicz,0,1,73,53,3,1,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,Patrick Cummins
2941,Gregor Gillespie,Andrew Holbrook,1,0,8,4,0,0,0,0,Lightweight,KO/TKO  Punch,1,0:21,UFC 210: Cormier vs. Johnson 2,Gregor Gillespie
2942,Desmond Green,Josh Emmett,0,0,57,41,1,0,0,0,Lightweight,S-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,Desmond Green
2943,Katlyn Chookagian,Irene Aldana,0,0,105,84,0,0,0,0,Women's Bantamweight,S-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,Katlyn Chookagian
2944,Bibulatov Magomed,Jenel Lausa,0,0,51,10,2,0,0,0,Flyweight,U-DEC,3,5:00,UFC 210: Cormier vs. Johnson 2,Bibulatov Magomed
2945,Jimi Manuwa,Corey Anderson,1,0,6,6,0,0,0,0,Light Heavyweight,KO/TKO  Punch,1,3:05,UFC Fight Night: Manuwa vs. Anderson,Jimi Manuwa
2946,Gunnar Nelson,Alan Jouban,0,0,8,17,1,0,1,0,Welterweight,SUB  Guillotine Choke,2,0:46,UFC Fight Night: Manuwa vs. Anderson,Gunnar Nelson
2947,Marlon Vera,Brad Pickett,1,0,67,51,0,2,0,0,Catch Weight,KO/TKO  Kick,3,3:50,UFC Fight Night: Manuwa vs. Anderson,Marlon Vera
2948,Arnold Allen,Makwan Amirkhani,0,0,32,17,3,4,1,3,Featherweight,S-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,Arnold Allen
2949,Joe Duffy,Reza Madadi,0,0,51,28,0,2,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,Joe Duffy
2950,Francimar Barroso,Darren Stewart,0,0,28,31,7,1,0,0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,Francimar Barroso
2951,Timothy Johnson,Daniel Omielanczuk,0,0,52,54,1,0,0,0,Heavyweight,S-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,Timothy Johnson
2952,Leon Edwards,Vicente Luque,0,0,53,24,3,2,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,Leon Edwards
2953,Marc Diakiese,Teemu Packalen,1,0,6,1,0,0,0,0,Lightweight,KO/TKO  Punch,1,0:30,UFC Fight Night: Manuwa vs. Anderson,Marc Diakiese
2954,Brad Scott,Scott Askham,1,0,72,86,0,1,0,0,Middleweight,S-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,Brad Scott
2955,Lina Lansberg,Lucie Pudilova,0,0,80,99,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night: Manuwa vs. Anderson,Lina Lansberg
2956,Vitor Belfort,Kelvin Gastelum,0,2,10,26,0,0,0,0,Middleweight,Overturned  Punch,1,3:52,UFC Fight Night: Belfort vs. Gastelum,draw
2957,Mauricio Rua,Gian Villante,2,0,94,55,2,0,0,0,Light Heavyweight,KO/TKO  Punch,3,0:59,UFC Fight Night: Belfort vs. Gastelum,Mauricio Rua
2958,Edson Barboza,Beneil Dariush,1,0,30,51,0,0,0,0,Lightweight,KO/TKO  Flying Knee,2,3:35,UFC Fight Night: Belfort vs. Gastelum,Edson Barboza
2959,Ray Borg,Jussier Formiga,0,0,36,30,0,0,0,0,Flyweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs. Gastelum,Ray Borg
2960,Bethe Correia,Marion Reneau,0,0,43,75,2,0,0,0,Women's Bantamweight,M-DEC,3,5:00,UFC Fight Night: Belfort vs. Gastelum,draw
2961,Alex Oliveira,Tim Means,0,0,12,9,6,0,1,0,Welterweight,SUB  Rear Naked Choke,2,2:38,UFC Fight Night: Belfort vs. Gastelum,Alex Oliveira
2962,Kevin Lee,Francisco Trinaldo,0,0,15,25,1,0,1,1,Lightweight,SUB  Rear Naked Choke,2,3:12,UFC Fight Night: Belfort vs. Gastelum,Kevin Lee
2963,Sergio Moraes,Davi Ramos,0,0,39,35,0,0,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs. Gastelum,Sergio Moraes
2964,Joe Soto,Rani Yahya,0,0,54,59,1,1,2,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs. Gastelum,Joe Soto
2965,Michel Prazeres,Joshua Burkman,0,0,24,1,2,0,1,0,Lightweight,SUB  North-South Choke,1,1:42,UFC Fight Night: Belfort vs. Gastelum,Michel Prazeres
2966,Jeremy Kennedy,Rony Jason,0,1,46,18,8,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Belfort vs. Gastelum,Jeremy Kennedy
2967,Paulo Costa,Garreth McLellan,1,0,22,6,0,0,0,0,Middleweight,KO/TKO  Punch,1,1:17,UFC Fight Night: Belfort vs. Gastelum,Paulo Costa
2968,Tyron Woodley,Stephen Thompson,1,0,54,53,1,0,0,0,Welterweight,M-DEC,5,5:00,UFC 209: Woodley vs. Thompson 2,Tyron Woodley
2969,David Teymur,Lando Vannata,0,0,90,76,2,1,0,0,Lightweight,U-DEC,3,5:00,UFC 209: Woodley vs. Thompson 2,David Teymur
2970,Daniel Kelly,Rashad Evans,0,0,74,53,0,1,0,0,Middleweight,S-DEC,3,5:00,UFC 209: Woodley vs. Thompson 2,Daniel Kelly
2971,Cynthia Calvillo,Amanda Cooper,0,0,13,7,1,0,3,0,Women's Strawweight,SUB  Rear Naked Choke,1,3:19,UFC 209: Woodley vs. Thompson 2,Cynthia Calvillo
2972,Alistair Overeem,Mark Hunt,1,0,55,21,0,0,0,0,Heavyweight,KO/TKO  Knees,3,1:44,UFC 209: Woodley vs. Thompson 2,Alistair Overeem
2973,Marcin Tybura,Luis Henrique,0,0,50,14,1,3,0,1,Heavyweight,KO/TKO  Punches,3,3:46,UFC 209: Woodley vs. Thompson 2,Marcin Tybura
2974,Darren Elkins,Mirsad Bektic,1,0,28,60,0,4,1,0,Featherweight,KO/TKO  Kick,3,3:19,UFC 209: Woodley vs. Thompson 2,Darren Elkins
2975,Iuri Alcantara,Luke Sanders,0,0,23,94,1,1,1,0,Bantamweight,SUB  Kneebar,2,3:13,UFC 209: Woodley vs. Thompson 2,Iuri Alcantara
2976,Mark Godbeer,Daniel Spitz,0,0,92,51,0,1,0,0,Heavyweight,U-DEC,3,5:00,UFC 209: Woodley vs. Thompson 2,Mark Godbeer
2977,Tyson Pedro,Paul Craig,1,0,23,12,0,0,0,0,Light Heavyweight,KO/TKO  Elbows,1,4:10,UFC 209: Woodley vs. Thompson 2,Tyson Pedro
2978,Albert Morales,Andre Soukhamthath,0,0,56,46,1,0,0,0,Bantamweight,S-DEC,3,5:00,UFC 209: Woodley vs. Thompson 2,Albert Morales
2979,Derrick Lewis,Travis Browne,1,0,39,21,0,0,0,0,Heavyweight,KO/TKO  Punch,2,3:12,UFC Fight Night: Lewis vs. Browne,Derrick Lewis
2980,Johny Hendricks,Hector Lombard,0,0,51,37,0,2,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,Johny Hendricks
2981,Gavin Tucker,Sam Sicilia,0,0,55,10,1,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,Gavin Tucker
2982,Elias Theodorou,Cezar Ferreira,0,0,38,11,1,3,0,2,Middleweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,Elias Theodorou
2983,Sara McMann,Gina Mazany,0,0,7,0,2,0,1,0,Women's Bantamweight,SUB  Arm Triangle,1,1:14,UFC Fight Night: Lewis vs. Browne,Sara McMann
2984,Paul Felder,Alex Ricci,1,0,23,21,0,0,0,0,Lightweight,KO/TKO  Elbow,1,4:44,UFC Fight Night: Lewis vs. Browne,Paul Felder
2985,Santiago Ponzinibbio,Nordine Taleb,1,0,53,48,0,0,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,Santiago Ponzinibbio
2986,Randa Markos,Carla Esparza,0,0,48,32,0,4,0,1,Women's Strawweight,S-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,Randa Markos
2987,Aiemann Zahabi,Reginaldo Vieira,1,0,44,64,0,2,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Browne,Aiemann Zahabi
2988,Thiago Santos,Jack Marshman,1,1,27,6,1,0,0,0,Middleweight,KO/TKO  Kick,2,2:21,UFC Fight Night: Lewis vs. Browne,Thiago Santos
2989,Gerald Meerschaert,Ryan Janes,0,0,3,3,0,1,1,0,Middleweight,SUB  Armbar,1,1:34,UFC Fight Night: Lewis vs. Browne,Gerald Meerschaert
2990,Germaine de Randamie,Holly Holm,0,0,80,77,0,0,0,0,Women's Featherweight,U-DEC,5,5:00,UFC 208: Holm vs. De Randamie,Germaine de Randamie
2991,Anderson Silva,Derek Brunson,0,0,43,54,0,2,0,0,Middleweight,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,Anderson Silva
2992,Jacare Souza,Tim Boetsch,0,0,7,6,1,0,1,0,Middleweight,SUB  Kimura,1,3:41,UFC 208: Holm vs. De Randamie,Jacare Souza
2993,Glover Teixeira,Jared Cannonier,0,0,24,21,3,0,1,0,Light Heavyweight,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,Glover Teixeira
2994,Dustin Poirier,Jim Miller,0,0,97,71,3,1,0,3,Lightweight,M-DEC,3,5:00,UFC 208: Holm vs. De Randamie,Dustin Poirier
2995,Belal Muhammad,Randy Brown,0,0,71,52,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,Belal Muhammad
2996,Wilson Reis,Yuta Sasaki,0,0,34,34,6,0,2,0,Flyweight,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,Wilson Reis
2997,Islam Makhachev,Nik Lentz,0,0,43,13,5,0,0,1,Lightweight,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,Islam Makhachev
2998,Ricky Glenn,Phillipe Nover,0,0,52,50,0,0,0,0,Featherweight,S-DEC,3,5:00,UFC 208: Holm vs. De Randamie,Ricky Glenn
2999,Ryan LaFlare,Roan Carneiro,1,0,29,19,1,0,0,0,Welterweight,U-DEC,3,5:00,UFC 208: Holm vs. De Randamie,Ryan LaFlare
3000,Chan Sung Jung,Dennis Bermudez,1,0,17,20,0,0,0,0,Featherweight,KO/TKO  Punch,1,2:29,UFC Fight Night: Bermudez vs. The Korean Zombie,Chan Sung Jung
3001,Felice Herrig,Alexa Grasso,0,0,60,80,2,0,0,1,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,Felice Herrig
3002,James Vick,Abel Trujillo,0,0,25,11,1,1,3,0,Lightweight,SUB  D'Arce Choke,3,0:49,UFC Fight Night: Bermudez vs. The Korean Zombie,James Vick
3003,Volkan Oezdemir,Ovince Saint Preux,0,0,82,76,0,0,0,0,Light Heavyweight,S-DEC,3,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,Volkan Oezdemir
3004,Marcel Fortuna,Anthony Hamilton,1,0,15,14,0,0,0,0,Heavyweight,KO/TKO  Punch,1,3:10,UFC Fight Night: Bermudez vs. The Korean Zombie,Marcel Fortuna
3005,Jessica Andrade,Angela Hill,0,1,131,89,2,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,Jessica Andrade
3006,Adam Milstead,Curtis Blaydes,0,0,1,25,0,8,0,0,Heavyweight,Overturned,2,0:59,UFC Fight Night: Bermudez vs. The Korean Zombie,draw
3007,Chas Skelly,Chris Gruetzemacher,0,0,21,28,2,0,1,0,Featherweight,SUB  Rear Naked Choke,2,2:01,UFC Fight Night: Bermudez vs. The Korean Zombie,Chas Skelly
3008,Ricardo Ramos,Michinori Tanaka,1,0,45,28,0,2,1,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,Ricardo Ramos
3009,Tecia Torres,Bec Rawlings,0,0,81,37,1,1,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,Tecia Torres
3010,Alex Morono,Niko Price,1,1,45,23,0,0,0,0,Welterweight,Overturned  Punch,2,5:00,UFC Fight Night: Bermudez vs. The Korean Zombie,draw
3011,Khalil Rountree Jr.,Daniel Jolly,1,0,3,0,0,0,0,0,Light Heavyweight,KO/TKO  Knees,1,0:52,UFC Fight Night: Bermudez vs. The Korean Zombie,Khalil Rountree Jr.
3012,Valentina Shevchenko,Julianna Pena,0,0,13,27,2,1,1,0,Women's Bantamweight,SUB  Armbar,2,4:29,UFC on FOX: Shevchenko vs. Pena,Valentina Shevchenko
3013,Jorge Masvidal,Donald Cerrone,2,0,58,30,0,0,0,0,Welterweight,KO/TKO  Punches,2,1:00,UFC on FOX: Shevchenko vs. Pena,Jorge Masvidal
3014,Francis Ngannou,Andrei Arlovski,1,0,8,3,0,0,0,0,Heavyweight,KO/TKO  Punch,1,1:32,UFC on FOX: Shevchenko vs. Pena,Francis Ngannou
3015,Jason Knight,Alex Caceres,0,0,31,27,2,0,4,0,Featherweight,SUB  Rear Naked Choke,2,4:21,UFC on FOX: Shevchenko vs. Pena,Jason Knight
3016,Sam Alvey,Nate Marquardt,0,0,36,28,0,1,0,0,Middleweight,U-DEC,3,5:00,UFC on FOX: Shevchenko vs. Pena,Sam Alvey
3017,Raphael Assuncao,Aljamain Sterling,0,0,39,52,0,0,0,0,Bantamweight,S-DEC,3,5:00,UFC on FOX: Shevchenko vs. Pena,Raphael Assuncao
3018,Li Jingliang,Bobby Nash,1,1,37,39,0,1,0,2,Welterweight,KO/TKO  Punch,2,4:45,UFC on FOX: Shevchenko vs. Pena,Li Jingliang
3019,Jordan Johnson,Henrique da Silva,0,0,39,22,4,0,2,0,Light Heavyweight,U-DEC,3,5:00,UFC on FOX: Shevchenko vs. Pena,Jordan Johnson
3020,Eric Spicely,Alessio Di Chirico,0,0,1,1,1,0,1,0,Middleweight,SUB  Triangle Choke,1,2:14,UFC on FOX: Shevchenko vs. Pena,Eric Spicely
3021,Marcos Rogerio de Lima,Jeremy Kimball,0,0,12,5,0,0,0,0,Light Heavyweight,KO/TKO  Punches,1,2:27,UFC on FOX: Shevchenko vs. Pena,Marcos Rogerio de Lima
3022,Alexandre Pantoja,Eric Shelton,0,0,37,32,1,4,2,0,Flyweight,S-DEC,3,5:00,UFC on FOX: Shevchenko vs. Pena,Alexandre Pantoja
3023,Jason Gonzalez,JC Cottrell,0,0,4,1,0,1,1,0,Lightweight,SUB  D'Arce Choke,1,3:54,UFC on FOX: Shevchenko vs. Pena,Jason Gonzalez
3024,Yair Rodriguez,BJ Penn,1,0,55,4,0,0,0,0,Featherweight,KO/TKO  Punches,2,0:24,UFC Fight Night: Rodriguez vs. Penn,Yair Rodriguez
3025,Joe Lauzon,Marcin Held,0,0,20,23,1,5,1,0,Lightweight,S-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,Joe Lauzon
3026,Ben Saunders,Court McGee,0,0,49,54,0,1,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,Ben Saunders
3027,Sergio Pettis,John Moraga,0,0,48,33,2,1,0,0,Flyweight,U-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,Sergio Pettis
3028,Drakkar Klose,Devin Powell,0,0,68,22,2,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,Drakkar Klose
3029,Augusto Mendes,Frankie Saenz,0,1,42,40,4,0,0,0,Bantamweight,S-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,Augusto Mendes
3030,Aleksei Oleinik,Viktor Pesta,0,0,7,7,0,1,1,0,Heavyweight,SUB  Ezekiel Choke,1,2:57,UFC Fight Night: Rodriguez vs. Penn,Aleksei Oleinik
3031,Anthony Rocco Martin,Alex White,0,0,20,11,2,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Penn,Anthony Rocco Martin
3032,Nina Nunes,Jocelyn Jones-Lybarger,0,0,48,21,1,0,2,0,Women's Strawweight,SUB  Rear Naked Choke,3,3:39,UFC Fight Night: Rodriguez vs. Penn,Nina Nunes
3033,Walt Harris,Chase Sherman,1,0,32,20,0,0,0,0,Heavyweight,KO/TKO  Knee,2,2:41,UFC Fight Night: Rodriguez vs. Penn,Walt Harris
3034,Joachim Christensen,Bojan Mihajlovic,1,0,41,22,0,0,0,0,Light Heavyweight,KO/TKO  Punches,3,2:05,UFC Fight Night: Rodriguez vs. Penn,Joachim Christensen
3035,Cyril Asker,Dmitrii Smoliakov,0,0,19,5,1,0,0,0,Heavyweight,KO/TKO  Punches,1,2:41,UFC Fight Night: Rodriguez vs. Penn,Cyril Asker
3036,Amanda Nunes,Ronda Rousey,0,0,27,7,0,0,0,0,Women's Bantamweight,KO/TKO  Punches,1,0:48,UFC 207: Nunes vs. Rousey,Amanda Nunes
3037,Cody Garbrandt,Dominick Cruz,2,0,68,88,1,0,0,0,Bantamweight,U-DEC,5,5:00,UFC 207: Nunes vs. Rousey,Cody Garbrandt
3038,TJ Dillashaw,John Lineker,0,0,71,38,5,1,1,0,Bantamweight,U-DEC,3,5:00,UFC 207: Nunes vs. Rousey,TJ Dillashaw
3039,Dong Hyun Kim,Tarec Saffiedine,0,0,36,52,3,2,0,0,Welterweight,S-DEC,3,5:00,UFC 207: Nunes vs. Rousey,Dong Hyun Kim
3040,Ray Borg,Louis Smolka,0,0,21,10,4,0,1,1,Flyweight,U-DEC,3,5:00,UFC 207: Nunes vs. Rousey,Ray Borg
3041,Neil Magny,Johny Hendricks,0,0,50,18,1,6,2,0,Welterweight,U-DEC,3,5:00,UFC 207: Nunes vs. Rousey,Neil Magny
3042,Antonio Carlos Junior,Marvin Vettori,0,0,28,29,4,1,0,1,Middleweight,U-DEC,3,5:00,UFC 207: Nunes vs. Rousey,Antonio Carlos Junior
3043,Alex Garcia,Mike Pyle,1,0,14,5,1,0,0,0,Welterweight,KO/TKO  Punch,1,3:34,UFC 207: Nunes vs. Rousey,Alex Garcia
3044,Niko Price,Brandon Thatch,0,0,6,8,1,0,2,2,Welterweight,SUB  Arm Triangle,1,4:30,UFC 207: Nunes vs. Rousey,Niko Price
3045,Alex Oliveira,Tim Means,1,0,6,17,1,1,0,0,Welterweight,CNC,1,3:33,UFC 207: Nunes vs. Rousey,draw
3046,Michelle Waterson-Gomez,Paige VanZant,0,0,12,5,1,0,2,0,Women's Strawweight,SUB  Rear Naked Choke,1,3:21,UFC on FOX: VanZant vs. Waterson,Michelle Waterson-Gomez
3047,Mickey Gall,Sage Northcutt,1,1,9,13,2,0,3,0,Welterweight,SUB  Rear Naked Choke,2,1:40,UFC on FOX: VanZant vs. Waterson,Mickey Gall
3048,Urijah Faber,Brad Pickett,1,0,70,18,5,1,1,0,Bantamweight,U-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,Urijah Faber
3049,Alan Jouban,Mike Perry,1,0,69,37,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,Alan Jouban
3050,Paul Craig,Henrique da Silva,0,0,31,16,1,1,3,0,Light Heavyweight,SUB  Armbar,2,1:59,UFC on FOX: VanZant vs. Waterson,Paul Craig
3051,Mizuto Hirota,Cole Miller,0,0,57,21,6,0,0,0,Featherweight,U-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,Mizuto Hirota
3052,Colby Covington,Bryan Barberena,0,0,76,41,12,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,Colby Covington
3053,Alex Morono,James Moontasri,0,0,111,46,0,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,Alex Morono
3054,Josh Emmett,Scott Holtzman,0,0,87,65,8,3,1,0,Lightweight,U-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,Josh Emmett
3055,Leslie Smith,Irene Aldana,1,0,169,108,0,1,0,0,Women's Bantamweight,U-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,Leslie Smith
3056,Eddie Wineland,Takeya Mizugaki,2,0,9,13,0,0,0,0,Bantamweight,KO/TKO  Punches,1,3:04,UFC on FOX: VanZant vs. Waterson,Eddie Wineland
3057,Hector Sandoval,Fredy Serrano,0,0,33,22,2,0,2,0,Flyweight,U-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,Hector Sandoval
3058,Sultan Aliev,Bojan Velickovic,0,0,15,22,2,0,0,1,Welterweight,S-DEC,3,5:00,UFC on FOX: VanZant vs. Waterson,Sultan Aliev
3059,Max Holloway,Anthony Pettis,1,0,94,53,2,0,0,0,Featherweight,KO/TKO  Punches,3,4:50,UFC 206: Holloway vs. Pettis,Max Holloway
3060,Donald Cerrone,Matt Brown,2,1,63,70,0,0,0,1,Welterweight,KO/TKO  Kick,3,0:34,UFC 206: Holloway vs. Pettis,Donald Cerrone
3061,Cub Swanson,Dooho Choi,0,0,111,77,2,1,0,0,Featherweight,U-DEC,3,5:00,UFC 206: Holloway vs. Pettis,Cub Swanson
3062,Kelvin Gastelum,Tim Kennedy,1,0,62,45,0,3,0,0,Middleweight,KO/TKO  Punches,3,2:45,UFC 206: Holloway vs. Pettis,Kelvin Gastelum
3063,Emil Meek,Jordan Mein,0,0,50,34,1,3,1,0,Welterweight,U-DEC,3,5:00,UFC 206: Holloway vs. Pettis,Emil Meek
3064,Misha Cirkunov,Nikita Krylov,0,0,8,16,2,1,1,0,Light Heavyweight,SUB  Guillotine Choke,1,4:38,UFC 206: Holloway vs. Pettis,Misha Cirkunov
3065,Olivier Aubin-Mercier,Drew Dober,0,1,27,24,0,0,1,0,Lightweight,SUB  Rear Naked Choke,2,2:57,UFC 206: Holloway vs. Pettis,Olivier Aubin-Mercier
3066,Viviane Pereira,Valerie Letourneau,0,0,25,47,1,1,0,0,Women's Strawweight,S-DEC,3,5:00,UFC 206: Holloway vs. Pettis,Viviane Pereira
3067,Matthew Lopez,Mitch Gagnon,0,1,30,31,5,1,1,0,Bantamweight,U-DEC,3,5:00,UFC 206: Holloway vs. Pettis,Matthew Lopez
3068,Lando Vannata,John Makdessi,1,0,10,11,0,0,0,0,Lightweight,KO/TKO  Kick,1,1:40,UFC 206: Holloway vs. Pettis,Lando Vannata
3069,Rustam Khabilov,Jason Saggo,0,0,42,19,4,0,0,0,Lightweight,U-DEC,3,5:00,UFC 206: Holloway vs. Pettis,Rustam Khabilov
3070,Dustin Ortiz,Zach Makovsky,0,0,34,21,4,4,0,1,Flyweight,S-DEC,3,5:00,UFC 206: Holloway vs. Pettis,Dustin Ortiz
3071,Derrick Lewis,Shamil Abdurakhimov,0,0,39,15,1,4,0,1,Heavyweight,KO/TKO  Punches,4,3:42,UFC Fight Night: Lewis vs. Abdurakhimov,Derrick Lewis
3072,Francis Ngannou,Anthony Hamilton,0,0,1,0,0,1,1,0,Heavyweight,SUB  Kimura,1,1:57,UFC Fight Night: Lewis vs. Abdurakhimov,Francis Ngannou
3073,Corey Anderson,Sean O'Connell,0,0,66,9,5,0,0,0,Light Heavyweight,KO/TKO  Punches,2,2:36,UFC Fight Night: Lewis vs. Abdurakhimov,Corey Anderson
3074,Gian Villante,Saparbeg Safarov,1,0,60,37,0,0,0,0,Light Heavyweight,KO/TKO  Punches,2,2:54,UFC Fight Night: Lewis vs. Abdurakhimov,Gian Villante
3075,Justine Kish,Ashley Yoder,0,0,51,44,1,1,1,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Abdurakhimov,Justine Kish
3076,Randy Brown,Brian Camozzi,1,0,42,11,1,0,0,1,Welterweight,KO/TKO  Knee,2,1:25,UFC Fight Night: Lewis vs. Abdurakhimov,Randy Brown
3077,Gerald Meerschaert,Joseph Gigliotti,0,0,14,5,0,1,1,0,Middleweight,SUB  Anaconda Choke,1,4:12,UFC Fight Night: Lewis vs. Abdurakhimov,Gerald Meerschaert
3078,Andrew Sanchez,Trevor Smith,0,0,74,61,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Abdurakhimov,Andrew Sanchez
3079,Shane Burgos,Tiago dos Santos e Silva,1,0,73,56,1,1,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Abdurakhimov,Shane Burgos
3080,Marc Diakiese,Frankie Perez,0,0,9,20,6,1,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Abdurakhimov,Marc Diakiese
3081,Ryan Janes,Keith Berish,0,0,82,61,0,2,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Abdurakhimov,Ryan Janes
3082,Juliana Lima,JJ Aldrich,0,0,56,31,4,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Abdurakhimov,Juliana Lima
3083,Demetrious Johnson,Tim Elliott,0,0,28,24,5,4,3,2,Flyweight,U-DEC,5,5:00,The Ultimate Fighter: Tournament of Champions Finale,Demetrious Johnson
3084,Joseph Benavidez,Henry Cejudo,0,1,69,68,0,1,0,0,Flyweight,S-DEC,3,5:00,The Ultimate Fighter: Tournament of Champions Finale,Joseph Benavidez
3085,Jorge Masvidal,Jake Ellenberger,0,0,44,11,0,0,0,0,Welterweight,KO/TKO  Punches,1,4:05,The Ultimate Fighter: Tournament of Champions Finale,Jorge Masvidal
3086,Jared Cannonier,Ion Cutelaba,0,0,59,45,0,6,0,0,Light Heavyweight,U-DEC,3,5:00,The Ultimate Fighter: Tournament of Champions Finale,Jared Cannonier
3087,Sara McMann,Alexis Davis,0,0,14,21,2,0,1,1,Women's Bantamweight,SUB  Arm Triangle,2,2:52,The Ultimate Fighter: Tournament of Champions Finale,Sara McMann
